asin,title,price,url,category,batch_number
"B0D924ZHW4","Trakem Snake Catcher Telescópico con cordón para sellar para agarrar serpientes y reptiles, mango de goma antideslizante, postes de extensión de 12 pulgadas a 66 pulgadas","$1,080.44","","Productos para animales",9
"B0BYG8KJP8","YourHealthyHome - Eliminador de caspa de perro y spray de alivio de alergias, tratamiento eficaz natural para alergias a perros, recomendado para veterinarios, última intervensión de crueldad y fabricado en Estados Unidos (16 onzas)","$757.53","","Productos para animales",9
"B098QYWLHF","Disfraces de Halloween para perros, disfraces de mascotas, paquete de 2 etiquetas SD con cuello para perros grandes, pequeños, medianos, grandes, extra grandes, XS, XL, XXL, cachorros, decoración de Halloween para mascotas y cachorros","$413.72","","Productos para animales",9
"B097L2RP79","ICOKEE Hummingbird Small Urn for Human Ashes or Pet Ashes - Aluminum Cremation Mini Urn for Ashes - White Memorial Keepsake Urn - Qty 1- with Velvet Bag","$588.52","","Productos para animales",9
"B0CNCF29CP","Puerta para perro para pared, puerta grande con marco de aluminio y solapas dobles, fácil de instalar, fuerte y duradero (mascotas de hasta 100 libras), túnel telescópico extra ancho para paredes","$2,822.27","","Productos para animales",9
"B0CCJ8RG1X","BuddyArmor - Collar de gato antiasfixia, cuello elástico para mascotas, cuello fino y transpirable, longitud 5.9-11.8 pulgadas, 10 colores (Bule)","$613.45","","Productos para animales",9
"B000IAGW86","[2Pack] Galaxy S8 Screen Protector, 3D Curved Full Coverage [High Definition] [Easy to Install] [Anti-Bubble] [Anti-Scratch] for Samsung Galaxy S8 Screen Protector-A005","$921.98","","Productos para animales",9
"B0BRZYGM2G","HICC GROOM! Limpiador De Orejas para Perros: Terapia De Inflamación De Orejas para Perros con 0,012% De Ácido Hipocloroso para Aliviar La Picazón, Calmar La Inflamación De Las Orejas, Eliminar La CER","$789.41","","Productos para animales",9
"B0BQ5J1Z42","Herm Sprenger - Collar de entrenamiento de perro de acero inoxidable negro con palanca y eslabones redondos para perros pequeños, medianos y grandes, fabricado en Alemania (24 pulgadas (tamaño del cuello hasta 22 pulgadas)","$1,190.95","","Productos para animales",9
"B07BTRMYTK","VIEWPETS - Funda Protectora para Asiento de Coche, Impermeable, Resistente, Antideslizante, para Perros, tamaño Universal, Compatible con Coches, Camiones y Todoterreno, Bronceado, 49"" L × 56"" W","$1,267.18","","Productos para animales",9
"B0BRNL3QPX","Exsnugy Alfombrilla Lavable para Cama De Perro, Almohadilla Reversible para Jaula De Perro, Suave Y Esponjosa Cama para Mascotas, Colchón para Dormir para Perros Grandes, Medianos Y Pequeños, 41 X 27","$988.86","","Productos para animales",9
"B0C8DCTX52","Escondite de conejillo de indias, casa de conejillo de indias con escaleras y tapetes extragrande Castillo de conejillo de indias desmontable para animales pequeños, hábitats de madera de conejillo de indias con múltiples puertas y ventanas","$1,039.20","","Productos para animales",9
"B0B5D9NBKW","zacate artificial, 26 x 51 pulgadas, almohadillas para orejas de orina para perro, alfombra de entrenamiento profesional para ir al baño del perro, alfombra de zacate con agujeros de drenaje, césped","$1,115.20","","Productos para animales",9
"B0DCJNS92Z","PONDFORSE 265GPH Filtro de recipiente, filtro externo de acuario de 3 etapas con esterilizador UV de 9 W, máquina de limpieza de agua ultra silenciosa con medios gratuitos para peceras y acuarios de","$2,589.26","","Productos para animales",9
"B01GM1YMTA","Big Dog Antler Chews XL Deer Antler Dog Chew, Extra Large, Jumbo, Perfect for Large Dogs and Puppies Who Are Aggressive Chewers. Happy Dog Guarantee!","$1,406.70","","Productos para animales",9
"B072C98592","Nature's Miracle Advance Cat Stain and Odor Eliminator Gallon","$1,459.68","","Productos para animales",9
"B0725ZSCKM","20-Pack Animal ID ISO Compliant Transponder","$851.50","","Productos para animales",9
"B0BBF2MJ5H","ETACCU Correa manos libres para perro con bolsa para teléfono, soporte para botella de agua, cinturón ajustable para cinturón de cintura Serviette Pour Chien (negro)","$829.21","","Productos para animales",9
"B09CTY55BL","Ueemph - Kit de aseo de caballos (12 piezas): cepillos, bolsa de almacenamiento, raspador de sudor, peine de melena, guantes de aseo, regalo de caballo para niñas (negro)","$1,344.37","","Productos para animales",9
"B0CKYHS4YF","Cama grande de conejillo de indias para conejillos de indias, acogedora casa de conejillo de indias, túnel de conejillo de indias, lavable, accesorios para hámsteres, chinchilla/conejito","$783.66","","Productos para animales",9
"B0DC6M44X5","MDTMR - Juego de Conos y Varillas de Agilidad para Perros, Equipo de Entrenamiento Con 12 Conos, 6 Varillas y Obstáculo","$1,522.49","","Productos para animales",9
"B0DDX6F33P","TBMax - Contenedor de almacenamiento de alimentos para perros y gatos de 5 a 7 libras, dispensador hermético de alimentos para mascotas con boquilla de fácil vertido y taza de medición, contenedor","$894.74","","Productos para animales",9
"B0DF726QMN","Silent Groom Pro - Molinillo de uñas, Silent Grind Pro para perros, Silent Grind Pro, cortador de uñas de perro Silent Grind Pro, nuevo cortauñas eléctrico para amoladoras de uñas de perro recargable","$736.43","","Productos para animales",9
"B01MUGKL1U","Eggzamin, kit de recuento de huevos fecales, método McMaster para desparasitar con instrucciones paso a paso e imágenes para averiguar la carga de parásitos de tus animales","$2,214.57","","Productos para animales",9
"B0B85B244W","Ropa de Halloween para perro, divertida camiseta de calabaza, linda camisa con estampado de huesos de perro, chaleco para perros pequeños y grandes, regalo de otoño (XL, negro-1)","$545.75","","Productos para animales",9
"B07DK2BQGD","Boxiecat Pro - Arena para gatos de limpieza profunda, sin olor, probiótica, fórmula de arcilla, limpiador para el hogar, caja de arena ultra limpia, control de olores alimentado por probióticos, arena de aglomeración dura, 99.9% libre de polvo","$1,889.51","","Productos para animales",9
"B0BNHVBJGN","MUTTROS Cactus Cat Tree Torre para Gatos De 40 ""con Hamaca De Alfombra De Metal Grande, Rascador para Gatos De Interior con Condominio Y Bola Colgante, Verde","$1,574.27","","Productos para animales",9
"B0B1H5NHGF","ARTERO DFENDER","$1,007.34","","Productos para animales",9
"B0CRJY27P9","Luz limpia para acuario, bomba de agua con filtro de acuario, mini 3.5 W, limpieza de agua para filtro de acuario con función de temporización, lámpara externa de purificación de agua para estanque,","$839.51","","Productos para animales",9
"B0CHFFRS51","Hosuly Banister Guard - Red de balcón de 15 x 3 pies para niños, mascotas, red de seguridad para escaleras de bebé, puerta de balcón, red de malla de seguridad para escaleras sin perforación para","$879.55","","Productos para animales",9
"B07YTMG6V5","DIGITEN Sistema inteligente de recarga automática, ATO de acuario, recambio de llenado de agua de sumidero de pecera, sistema automático ATO para acuario con bomba","$1,317.98","","Productos para animales",9
"B0C7QFD4KG","Marco de fotos conmemorativo, marco de fotos para mascotas, regalos de simpatía para la pérdida de la mascota querida, regalos de duelo para la pérdida de perro, marco de fotos de recuerdo o regalo","$648.69","","Productos para animales",9
"B091DQYD2Z","Thankspaw - Cuencos de acero inoxidable para cachorros, juego de 2 comederos para cachorros, comida para perro y agua, comida para destete para perros pequeños, medianos y grandes, mascotas, S","$838.08","","Productos para animales",9
"B01D6R1F6G","Pet Republique Juego de cepillos de dientes para gatos y perros, 3/6 – cepillos de dientes de doble cabeza para perros pequeños a grandes, gatos y la mayoría de mascotas (juego de 6 unidades)","$513.01","","Productos para animales",9
"B0922L9WDH","Arnés de chaleco para gatos y arnés de chaleco para perros pequeños para caminar, arnés de malla para todo tipo de clima, arnés de chaleco para gatos con correa reflectante, arnés ajustable para gatos pequeños (patrón caqui, XS)","$588.70","","Productos para animales",9
"B09YN6RSQ4","Vermi-Future® Worm Condo - Papelera para compostaje (producto base)","$2,253.17","","Productos para animales",9
"B01LE9SEZ8","Kuoser Cozy Waterproof Windproof Reversible British Style Plaid Dog Vest Winter Coat Warm Dog Apparel for Cold Weather Dog Jacket for Small Medium Large Dogs with Furry Collar (XS - 3XL),Red XXL","$1,098.15","","Productos para animales",9
"B01GGC2HRE","Bark 2 Basics Champú para perros de miel y almendras, 1 galón, mezcla de hierbas única, ingredientes naturales más finos, artesanal, protege y repara la piel y el abrigo","$1,562.28","","Productos para animales",9
"B093R58TGN","Glorison Hidrante de Fuego para Perros para orinar en 16 Pulgadas, Herramienta de Entrenamiento para Cachorros, jardín, Interior y Exterior","$1,571.15","","Productos para animales",9
"B07BT56PYC","Sheep Shears Pro 110V 500W Professional Heavy Duty Electric Shearing Clippers with 6 Speed for Shaving Fur Wool in Sheep Goats Cattle and other Farm Livestock Pet with Grooming Carrying Case CE","$3,542.41","","Productos para animales",9
"B07B8WJGWK","WildYard - Caja para murciélagos - Cedro de 3 cámaras con capacidad para 200 unidades, kit de gallo para exteriores con kit de poste y montaje en pared, casa de murciélago para montaje en árbol","$4,287.71","","Productos para animales",9
"B0DG4XV18C","Botella de agua portátil para perro, 24 onzas, dispensador de agua para cachorros, a prueba de fugas, de acero inoxidable con alimentador para mascotas, viajes, caminar, senderismo y actividades al","$808.83","","Productos para animales",9
"B07FDD9W7X","Bark 2 Basics Blueberry D-Mat Acondicionador para perro, 1 galón | Todos los ingredientes naturales, multiuso, eliminación estática, afloja las esteras y enredos, fabricado en los Estados Unidos","$1,511.22","","Productos para animales",9
"B09K3K62T8","YnFag Pelotas de fútbol de espuma para gatos de interior (24 bolas de color individual)","$646.63","","Productos para animales",9
"B0C3M1BKBQ","Paquete de 8 filtros de caja de arena precortados de repuesto para Van Ness, filtros de carbón activado de 4.4 x 6.5 pulgadas para filtro de aire Zeloite F6","$487.84","","Productos para animales",9
"B01LE9SDG8","Kuoser Cozy Waterproof Windproof Reversible British Style Plaid Dog Vest Winter Coat Warm Dog Apparel for Cold Weather Dog Jacket for Small Medium Large Dogs with Furry Collar (XS - 3XL),Red XL","$1,104.63","","Productos para animales",9
"B0BTY1X3HY","FUMAK Bomba de aire lineal para aireación de estanque, bomba de aire séptico, bomba de aire hidropónica, bomba de aire de estanque, aireador de estanque 635/950/1350GPH, para estanque Koi, acuario, tratamiento de residuos, granja de peces, restaurante de mariscos","$3,317.06","","Productos para animales",9
"B09H776SL3","Accesorios para peceras, decoración de acuario, plantas de roca, 20 piezas de decoración de peceras verdes y decoración de roca de cueva, decoración de pecera, decoración de acuario, plantas de plástico","$611.06","","Productos para animales",9
"B09N8LRS2Z","PietyPet - 8 decoraciones para acuarios de plástico, accesorios para peceras, decoración de acuario","$462.91","","Productos para animales",9
"B09DVS1RL8","PietyPet - Decoraciones de peceras con barril roto de resina y vista de roca cueva, 15 piezas de decoración de acuario de plástico, accesorios para peceras, adornos de cueva y escondite, decoración de","$705.75","","Productos para animales",9
"B07DWVFDRZ","SHINY PET Peine para perros para eliminar enredos y nudos - Rastrillo para perros y gatos - Herramienta de aseo con dientes de acero inoxidable y mango ergonómico - Peine de pelo para mascotas para el hogar - Guía de libro electrónico","$588.52","","Productos para animales",9
"B07BPY5V44","Funda de plástico para sillón reclinable para mascotas, protector de arañazos para gatos, disuasorio de garras, resistente funda de vinilo transparente de vinilo grueso, fundas de plástico","$1,105.61","","Productos para animales",9
"B08XC1Z4SS","Kit de impresión de huellas y nariz de Pollywog verde con almohadilla de tinta que no ensucia, color blanco, visualización conmemorativa para mascotas, regalo de recuerdo para perros y gatos","$1,014.03","","Productos para animales",9
"B07YQN5M25","Biohome Biogravel Filtro Medio de Acuario, 453 Gramos (1 Libra)","$909.51","","Productos para animales",9
"B0D9Q196ZC","Willinglong - 2 comederos automáticos grandes para perros con asa, panel acrílico, alimentador de gravedad galvanizado para perros, 11.5 pulgadas de largo x 9.8 pulgadas de ancho x 23 pulgadas de","$3,575.97","","Productos para animales",9
"B07MKSC82B","Wonder Creature Fuente de agua para gatos con tapa de acero inoxidable, fuente automática para gatos de 2.4 l/80 onzas con luz LED y ventana de nivel de agua para gatos y perros","$879.55","","Productos para animales",9
"B005AYYS6S","Exo Terra Coco Husk","$691.12","","Productos para animales",9
"B0CLQQPX5P","Bunlitent - almohadillas para orejas lavables para orinar para perros de 36 x 72 pulgadas, paquete de 3, almohadillas para orejas reutilizables para cachorros, almohadillas para orejas de","$1,721.22","","Productos para animales",9
"B0C16R7G2X","ShuRung Paquete de 4 camisetas sin mangas para perros con bonito patrón de gato y perro, playera de verano a rayas para perros, ropa suave y transpirable para gatos, perros pequeños y medianos, S","$613.45","","Productos para animales",9
"B009EQ9GYC","Majestic Cama Rectangular Grande para Mascotas Sage con Rayas Verticales","$2,773.61","","Productos para animales",9
"B004T4KVZC","Weiss Walkie Correa para Perro, Grande, Color Rojo","$1,003.25","","Productos para animales",9
