also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B0756LBB6H,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.503Z,2025-11-03T21:56:45.562Z,929.03,$979.03,AlbaChem - Removedor de vinilo de transferencia de calor para telas 20 fl. oz,https://www.amazon.com.mx/dp/B0756LBB6H,GUTTIDIRECT
,B0DG2NMKBT,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.503Z,2025-11-03T21:56:54.327Z,1875.62,"$1,993.79","Afyuol - Luces de fotos para pared, funciona con pilas, 16 pulgadas, para pinturas, CCT, recargable, regulable, con control remoto, para sala de estar, diana, baño, 2 unidades",https://www.amazon.com.mx/dp/B0DG2NMKBT,Rendomin
,B0DJVZBG6Z,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.503Z,2025-11-03T21:57:03.047Z,1176.08,"$1,281.57","Fuyoooo - 2 linternas de papel chino de 20 pulgadas, visualización blanca grande, redonda y oblata, visualización colgante de papel de arroz, visualización de luz plegable para decoración interior del",https://www.amazon.com.mx/dp/B0DJVZBG6Z,NEW AGE SHOPPING
,B0DCJH3FMS,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.503Z,2025-11-03T21:57:10.920Z,1661.92,"$1,736.08","SENSYX - Detector de fugas de refrigerante recargable HVAC, detector de freón halógeno, detección de aire acondicionado, buscador de gas automotriz (SFD201 detector de gas refrigerante y combustible",https://www.amazon.com.mx/dp/B0DCJH3FMS,NEW AGE SHOPPING
,B0DF5YTCJ1,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.503Z,2025-11-03T21:57:21.089Z,871.08,"$1,003.97","Paquete de 2 adhesivos de reparación todo en uno para azulejos sueltos, huecos y crujientes, madera, LVT, LVP y piso laminado. ¡Simplemente taladra y rellena! Fácil de apretar. Fabricado en Estados",https://www.amazon.com.mx/dp/B0DF5YTCJ1,DUKKI LLC
,B0CZNZGGS7,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.503Z,2025-11-03T21:57:29.456Z,3097.78,"$3,411.52","Aqara Smart Lock U50, cerradura de puerta de entrada sin llave con llave Apple Home, cerradura de cerrojo Bluetooth, control remoto de aplicación, compatible con Apple HomeKit, Matter, Google Home,",https://www.amazon.com.mx/dp/B0CZNZGGS7,"NATOH,TRADE,LLC"
,B0CBJZF5V4,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.504Z,2025-11-03T21:57:37.483Z,890.85,"$1,622.21","Carril de seguridad para inodoro, marco de seguridad médica desmontable ajustable para ancianos y discapacitados, asas resistentes, se adapta a la mayoría de inodoros",https://www.amazon.com.mx/dp/B0CBJZF5V4,Amazon Estados Unidos
,B089M1BH1K,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.504Z,2025-11-03T21:57:45.027Z,453.98,$638.63,"BAOMING - foco LED G9 regulable de 4 W, equivalente a halógeno T4 G9, 2700 K, blanco cálido suave, 120 V, sin parpadeo, iluminación de lámpara de 450 lm (paquete de 5)",https://www.amazon.com.mx/dp/B089M1BH1K,Amazon Estados Unidos
,B0FDQ7V83Z,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.504Z,2025-11-03T21:57:53.734Z,944.72,$954.82,"XTKHRZ - foco infrarroja de calor, bombillas infrarrojas de 275 W, foco de terapia de luz roja, lámpara de calor infrarrojo cercano para base E26/E27",https://www.amazon.com.mx/dp/B0FDQ7V83Z,NEW AGE SHOPPING
,B0C4V7PW6Y,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:12.504Z,2025-11-03T21:58:02.484Z,986.19,"$1,060.06","Magnetpro - Imán de interruptor multiusos, sistema de imán con máx. Fuerza de extracción de 200 libras, imán de encendido/apagado para elevación, trabajo y posicionamiento de soldadura, filtración de",https://www.amazon.com.mx/dp/B0C4V7PW6Y,GUTTIDIRECT
,B08X4KX1VW,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.789Z,2025-11-03T21:58:12.173Z,836.71,$838.08,"Pegamento calcomanía Guru CA con activador (2 x 3.5 oz - 2 x 14.5 onzas) CA pegamento juego para carpintería con micropuntas, cianoacrilato súper pegamento para plástico, vidrio, cerámica, bricolaje",https://www.amazon.com.mx/dp/B08X4KX1VW,DOFER
,B0F7SCTCSC,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.789Z,2025-11-03T21:58:22.508Z,765.38,$808.59,"Botella de relleno de grietas mágicas de 1 libra, fácil de reparar grietas para hormigón, mampostería y asfalto, duradera y resistente a la intemperie",https://www.amazon.com.mx/dp/B0F7SCTCSC,DUKKI LLC
,B0D7ZKLJ1Y,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.789Z,2025-11-03T21:58:31.678Z,2664.91,"$2,736.93","EK ENNOKING - Barra de luz LED ámbar de 52 pulgadas de una sola fila súper brillante Combo de inundación de punto LED de trabajo para conducción de luz antiniebla para camioneta todoterreno,",https://www.amazon.com.mx/dp/B0D7ZKLJ1Y,CANLI TRADE
,B0D8TCGPYD,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:58:39.748Z,1399.34,"$1,457.28",Relaxweex - 4 unidades de alarma contra incendios para alarma de incendios de 12/24 V CC de sonido y luz de emergencia de doble acción manual con bocina de seguridad para el hogar u oficina,https://www.amazon.com.mx/dp/B0D8TCGPYD,NEW AGE SHOPPING
,B0BZSD2L1W,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:58:49.498Z,4200,"$5,269.14","Aqara Smart Lock U100, cerradura de puerta de entrada sin llave con llave Apple Home, teclado de visualización táctil, cerrojo electrónico Bluetooth, IP65 resistente a la intemperie, compatible con",https://www.amazon.com.mx/dp/B0BZSD2L1W,VENTAS ARIZONA (facturamos sus pedidos)
,B0D4VNCMZV,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:58:56.891Z,3700.17,"$3,966.72","Stokk Sistema de ósmosis inversa, filtro de agua de ósmosis inversa sin tanque de 8 etapas, reduce PFAS TDS, sistema RO debajo del fregadero, 2:1 puro para drenar, NSF/ANSI 58 y 42, listado FCC",https://www.amazon.com.mx/dp/B0D4VNCMZV,OskiStore
,B0D8BD2P64,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:59:04.495Z,2074.49,"$2,128.51","clóset de bambú para pared, gabinete de ratán con estantes y puertas, gabinete de pared sobre inodoro, organizador de almacenamiento para lavadero, cocina, sala de estar",https://www.amazon.com.mx/dp/B0D8BD2P64,M&H Customer Friendly Store
,B0CPXQ4XQK,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:59:12.925Z,2141.18,"$2,143.50","HOTO - cepillo para polvo de limpieza eléctrico inalámbrico, IPX7 de cuerpo completo impermeable, cepillo para polvo de limpieza de baño, máximo 22 pulgadas de lb, cepillo para polvo de ducha con",https://www.amazon.com.mx/dp/B0CPXQ4XQK,qiuxushenzen8511xdsw
,B0DNZ4L78R,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:59:26.695Z,3017.12,"$3,073.50","Luz de trabajo recargable con soporte de trípode, 5000 K, regulable, 9000 lúmenes, luz de trabajo temporal inalámbrica con batería de litio de 4400 mAh, lámpara de larga duración para lugar de",https://www.amazon.com.mx/dp/B0DNZ4L78R,Rendomin
,B0F1SGJQJ7,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:59:36.450Z,2303.08,"$2,437.04","SDS-Plus - Taladro giratorio inalámbrico para batería Dewalt de 20 V, motor sin escobillas, embrague de seguridad, 4 funciones, luz LED con control de vibración, 5 taladros con bolsa de transporte",https://www.amazon.com.mx/dp/B0F1SGJQJ7,SRKSB LLC
,B0BLMQ8BXB,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:59:44.604Z,1186.43,"$1,236.02","HOTO - Juego de destornilladores eléctricos, juego de destornilladores recargables de 3,6 V con 25 puntas de acero S2, juego de destornilladores inalámbricos con luz LED, diseño todo en uno, 1500 mAh",https://www.amazon.com.mx/dp/B0BLMQ8BXB,NEW AGE SHOPPING
,B004BN5RUU,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T21:59:52.769Z,490.38,$519.00,"Vallejo Black Primer Acrylic Polyurethane, 60ml",https://www.amazon.com.mx/dp/B004BN5RUU,BELGUCAN Global
,B0CKWYZBKT,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.790Z,2025-11-03T22:00:00.544Z,2155.68,"$2,353.85","eyassi Lámpara de pie de arco con 3 temperaturas de color, lámpara de pie dorada con control remoto y foco regulable, lámpara de pie bohemia con pantallas de ratán y tela, lámpara alta ajustable para sala de estar, recámara",https://www.amazon.com.mx/dp/B0CKWYZBKT,Lumexa Online MX
,B0BZ4J4RHR,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.791Z,2025-11-03T22:00:08.390Z,1779.93,"$1,922.11","MhyTogn Juego de 2 apliques de pared de ratán natural, con visualización de mimbre tejida bohemia, acabado de pintura de latón envejecido, para cambiador, escalera, chimenea, sala de estar, mesita de noche, pasillo",https://www.amazon.com.mx/dp/B0BZ4J4RHR,Rendosa
,B0C7V33VT7,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.791Z,2025-11-03T22:00:17.533Z,653,$682.97,"Fanttik X5 Max - Herramienta manual de mano, juego de destornilladores de precisión, puntas magnéticas 50 en 1, juego de destornilladores pequeños, funda magnética emergente, giro de 360°,",https://www.amazon.com.mx/dp/B0C7V33VT7,DS STOREE
,B004BGJFKK,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:22.791Z,2025-11-03T22:00:25.509Z,1219.45,"$1,271.26",Blue Lake and Pond Dye - 1 Gallon,https://www.amazon.com.mx/dp/B004BGJFKK,M&H Customer Friendly Store
,B0D4Z7SX71,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.945Z,2025-11-03T22:00:34.086Z,1560.84,"$1,939.37","AOSU Timbre de puerta inalámbrico, visión de cabeza a pie, detección inteligente de paquetes, timbre de video WiFi de 2.4 G con timbre, soporte de almacenamiento local, detección inteligente de seres",https://www.amazon.com.mx/dp/B0D4Z7SX71,Amazon Estados Unidos
,B0F1F3SFT6,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.945Z,2025-11-03T22:00:43.591Z,420.21,$758.25,"IFTHFOUR - Proyector de luz nocturna con sensor de movimiento, lámpara LED recargable para galaxia, lámpara de luna para niños, recámara, decoración de guardería, regalo perfecto para Navidad",https://www.amazon.com.mx/dp/B0F1F3SFT6,Amazon Estados Unidos
,B0CHJQMW73,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.945Z,2025-11-03T22:00:51.927Z,1963.88,"$2,175.74","Aplique de pared de 3 luces para baño, estilo rústico, de madera, con visualización de mimbre bohemio, adecuado para recámara, pasillo y sala de estar, aplique de pared de ratán negro",https://www.amazon.com.mx/dp/B0CHJQMW73,M&H Customer Friendly Store
,B0BY6H8VVR,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.945Z,2025-11-03T22:01:00.176Z,1086.62,"$1,089.31","BEARUT - Estantería de madera para enrutador WiFi para montaje en pared, caja de almacenamiento para módem, cubierta organizada para gestión de cables de regleta de alimentación, 14.9 x 9.8 x 5.4",https://www.amazon.com.mx/dp/B0BY6H8VVR,NEW AGE SHOPPING
,B0CHBQP7CS,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:01:08.799Z,677.63,$708.39,"ebpsneer - Cinta de borde de chapa de madera de nogal negro, 2 pulgadas x 50 pies, plancha con cinta adhesiva autoderretida en caliente, rollo de madera flexible para estantes MDF para reparación de",https://www.amazon.com.mx/dp/B0CHBQP7CS,M&H Customer Friendly Store
,B0DJ32YJHT,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:01:16.578Z,2346.73,"$2,854.64","LOOP GEAR SK05 - Linterna recargable de 2850 lm, con banco de energía de 6000 mAh, linterna impermeable IP68, luz magnética de camping con luz lateral de inundación/punto/RGB para senderismo al aire",https://www.amazon.com.mx/dp/B0DJ32YJHT,Amazon Estados Unidos
,B0D7PD7X2Q,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:01:25.331Z,3033.84,"$3,324.74","Taranta - Escalera de 4 escalones, aluminio ligero plegable de 4 peldaños con pedal ancho antideslizante, escalera de 350 libras de capacidad para el hogar, cocina, oficina, grano de madera",https://www.amazon.com.mx/dp/B0D7PD7X2Q,Denis WM Store
,B0995GR79P,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:01:33.787Z,2329.12,"$2,508.71","Super Stars - Kit de herramientas de abocinamiento de 1/4 pulgadas - 3/4 pulgadas, herramienta de abocinada HVAC 45° tipo excéntrico con cortador de tubos para tubo de cobre (kit 5 en 1)",https://www.amazon.com.mx/dp/B0995GR79P,HNEN
,B0DS2QT1YZ,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:01:43.411Z,952.19,$959.62,"Filtros de agua de repuesto para Berkey, paquete de 2 elementos de purificación negros para sistema de filtración por gravedad BB9-2",https://www.amazon.com.mx/dp/B0DS2QT1YZ,Rendosa
,B0F48GDDF6,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:01:52.555Z,872.12,"$1,193.59","Leinuosen - Buzón de pared de acrílico grande con bloqueo de 8.54 x 3 x 12.2 pulgadas, caja de bloqueo con ranura y cierre magnético, caja de seguridad transparente con llave para casa, exterior",https://www.amazon.com.mx/dp/B0F48GDDF6,Amazon Estados Unidos
,B0088P10OO,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:02:00.835Z,3776.26,"$5,084.31",New 20 lb Aluminum CO2 Cylinder with Handle and New CGA320 Valve,https://www.amazon.com.mx/dp/B0088P10OO,Amazon Estados Unidos
,B07T2VZ9YC,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:02:08.118Z,735.91,$789.65,"Boeshield T-9 protección contra óxido y corrosión/inhibidor y lubricación impermeable, 12 onzas",https://www.amazon.com.mx/dp/B07T2VZ9YC,DUKKI LLC
,B002FB4AH6,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.946Z,2025-11-03T22:02:20.704Z,389.42,$389.42,Moen P5030 - Gancho para albornoz (cromado),https://www.amazon.com.mx/dp/B002FB4AH6,SHENDULLAR LTD
,B0B59J7V21,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.947Z,2025-11-03T22:02:28.357Z,963.44,"$1,114.48","Luces de camino de Navidad Jumbo C9 para exteriores – 8.5 pies, 5 luces LED C9 para pasarela, cubierta de luz C7 Jumbo multicolor, luces de Navidad para decoración al aire última intervensión para",https://www.amazon.com.mx/dp/B0B59J7V21,SHERIFF EXPRESS
,B0BM6HC66Z,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.947Z,2025-11-03T22:02:37.787Z,4434.02,"$4,598.63","Aecxm - Paquete de 2 estantes de pared ajustables de 1 x 4 pies, capacidad de carga de 500 libras, estantes flotantes de metal para cochera (negro)",https://www.amazon.com.mx/dp/B0BM6HC66Z,SRKSB LLC
,B000R9U3OW,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:33.947Z,2025-11-03T22:02:46.946Z,730,$732.12,"Vallejo Capa de imprimación 028010, Color Blanco, 400ML",https://www.amazon.com.mx/dp/B000R9U3OW,GameFare
,B0CT87QLT6,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:43.845Z,2025-11-03T22:02:54.143Z,906.68,$929.65,"KPW - llave para fregadero de baño, 2 o 3 agujeros, juego central chapado en cromo de 4 pulgadas, 2 asas, chapado en plástico ABS, no metálico, llave de baño con mangueras de suministro de agua de",https://www.amazon.com.mx/dp/B0CT87QLT6,MUCH & MORE
,B0F946XT7B,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:43.845Z,2025-11-03T22:03:02.434Z,2821.12,"$2,936.14","Fanttik K2 Ultra - Taladro atornillador inalámbrico con batería de 2500 mAh, máximo 30 Nm, máx. 1250 rpm, función TapSwitch, portabrocas de 10 mm y kit de herramientas para bricolaje y bricolaje",https://www.amazon.com.mx/dp/B0F946XT7B,Living Storers
,B0CQC81LDM,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:43.845Z,2025-11-03T22:03:11.776Z,1579.58,"$1,638.99","Asistencia de aire para cortador láser, grabador láser de asistencia de aire láser para madera y metal de 22 l/min de salida de aire para láser de asistencia de aire para proteger la lente láser",https://www.amazon.com.mx/dp/B0CQC81LDM,NEW AGE SHOPPING
,B0DJXTXZB3,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:43.845Z,2025-11-03T22:03:20.763Z,6183.75,"$7,566.18","Probador de fibra OTDR, WANLUTECH 1550nm 24dB 5.5 pulgadas visualización táctil de modo único OTDR Soporte 1310/1490/1577/1625nm Prueba en vivo VFL OPM LS Mapa de eventos OLT (prueba de pérdida óptica",https://www.amazon.com.mx/dp/B0DJXTXZB3,Amazon Estados Unidos
,B0D1LKT7G9,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:43.845Z,2025-11-03T22:03:28.750Z,3082.73,"$3,469.77","NKU - Lámpara de pie con 5 cabezales y múltiples cabezales con filtros reemplazables, iluminación ambiental para recámara, sala de estar, 182 cm, chapado en cromo, único, moderno, colorido y con",https://www.amazon.com.mx/dp/B0D1LKT7G9,OskiStore
,B0C3LZ24BS,5,Herramientas y Mejoras del Hogar,disponible,,2025-11-03T14:59:43.845Z,2025-11-03T22:03:38.535Z,657.7,"$1,041.12","SHALL - Juego de alicates de bloqueo de 6 piezas, alicates de agarre de viceversa, 5 pulgadas, 7 y 10 pulgadas, alicates de bloqueo de mandíbula curvada, 6-1/2 pulgadas y 9-1/2 alicates de bloqueo de nariz larga, abrazadera en C de bloqueo de 6 pulgadas, mango TPR de dos colores, bolsa enrollable incluida",https://www.amazon.com.mx/dp/B0C3LZ24BS,Amazon Estados Unidos
