also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B0B5VW4SJX,1,Alimentos y Bebidas,disponible,,2025-11-03T14:43:52.081Z,2025-11-03T19:55:53.670Z,1001.36,"$1,002.75","Wilde Chips Chips De Proteína Wilde, Sal Rosa Del Himalaya (Bolsas De 1.34 Onzas, Paquete De 8 Bolsas) Elaborado A Partir De Ingredientes Reales: Pechuga De Pollo, Claras De Huevo, Caldo De",https://www.amazon.com.mx/dp/B0B5VW4SJX,SRKSB LLC
,B09FH6K87M,1,Alimentos y Bebidas,disponible,,2025-11-03T14:43:52.081Z,2025-11-03T19:56:01.855Z,800.25,$812.43,"1 libra de cáscaras de maíz para tamales mexicanos (envoltorios de tamale grandes y pequeños), Hojas de Maiz para Tamal por 1400s Spices",https://www.amazon.com.mx/dp/B09FH6K87M,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
,B08GRB525N,1,Alimentos y Bebidas,disponible,,2025-11-03T14:43:52.081Z,2025-11-03T19:56:10.589Z,1229.77,"$1,270.78",Mulino Caputo 00 Pizzeria Harina – Bolsa de 1 kilo (paquete de 4),https://www.amazon.com.mx/dp/B08GRB525N,ALTINOR
,B0D49QQZCK,1,Alimentos y Bebidas,disponible,,2025-11-03T14:43:52.082Z,2025-11-03T19:56:19.568Z,2539.6,"$2,546.11","Drink Your Meditation Adaptogen Drink - Sparkling Fruity Fun | Mora Lavanda, Rosa Fresa, Chile Mango | L-Teanina Y Ashwagandha Para Calma Y Claridad | 0 Azúcar Agregado, 0 Cafeína, 0 Alcohol",https://www.amazon.com.mx/dp/B0D49QQZCK,SELCUK LLC
,B07MNW4FBN,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.913Z,2025-11-03T19:56:27.551Z,643.57,$683.21,"100 % polvo de sésamo negro, sin azúcar, tostado a baja temperatura, halal, no OMG, fabricado en Taiwán 12.36 oz (350 g)",https://www.amazon.com.mx/dp/B07MNW4FBN,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
,B0CW3KQC8S,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.913Z,2025-11-03T19:56:37.094Z,850.15,$859.17,"Passionbio- Bayas de saúco secas orgánicas, bolsa a granel de 1 libra, certificadas por el USDA, Sambucus nigra sin OGM, bayas de saúco enteras secas, naturales, sin azúcar agregada, sin conservantes",https://www.amazon.com.mx/dp/B0CW3KQC8S,KRONOS STORE
,B0BBKZKHP5,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:56:46.354Z,702.76,$715.82,HealinGifts Jiaogulan Gynostemma Immortality Pinyin té 1 oz,https://www.amazon.com.mx/dp/B0BBKZKHP5,KRONOS STORE
,B013PCK8M4,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:56:55.529Z,980.79,$981.85,"Volvic, 500 ml, 6 unidades.",https://www.amazon.com.mx/dp/B013PCK8M4,MSTZKN SHİPMENT
,B00IQBG4VE,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:57:04.654Z,1370.36,"$1,370.37","Frantoi Cutrera Selezione Cutrera Aceite de Oliva Virgen Extra Extraído en Frío, Hecho en Sicilia, 24 oz",https://www.amazon.com.mx/dp/B00IQBG4VE,ONEBLOOD STORE
,B07MCSRYGP,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:57:12.353Z,1473.12,"$1,511.70","Otter Kingdom Ostras ahumadas prémium en aceite de oliva puro, latas de 3 onzas (paquete de 12)",https://www.amazon.com.mx/dp/B07MCSRYGP,SRKSB LLC
,B099KRH957,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:57:20.506Z,722.8,$765.44,"Haddar Pasta Orzo 100% Sémola Durum 16Oz (Paquete De 4) | ¡Gran Valor! - 4 Lbs | Excelente En Sopas, Guisos Y Ensaladas | Reemplazo De Risotto | Certificado Kosher",https://www.amazon.com.mx/dp/B099KRH957,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
,B0DCZWTK5Q,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:57:30.101Z,1468.26,"$1,468.27","TRIP Mezcla consciente, adaptógeno con gas, cóctel sin alcohol con 120 mg de citrato de magnesio, ashwagandha, mele 12 onzas líquidas (paquete de",https://www.amazon.com.mx/dp/B0DCZWTK5Q,MARVEL INC.
,B00DTDPUUU,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:57:37.744Z,863.06,$870.93,Arnotts Tim Tam Original 330 g (paquete de tres) (fabricado en Australia),https://www.amazon.com.mx/dp/B00DTDPUUU,Rendomin
,B00N28MIFM,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:57:46.660Z,996.03,$996.04,"DAMMANN FRERES Rooibos Citrus Tea, 24 Cristal Teabags",https://www.amazon.com.mx/dp/B00N28MIFM,Holaproducto
,B0014EW4L4,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.914Z,2025-11-03T19:57:55.077Z,984.82,"$1,295.95",Campbell's sopa gruesa,https://www.amazon.com.mx/dp/B0014EW4L4,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
,B00BK80SH6,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.915Z,2025-11-03T19:58:03.891Z,563.21,$613.21,Barry's Restore It All Products Bolsas de té Barry's,https://www.amazon.com.mx/dp/B00BK80SH6,✨Aurorix A
,B00DF6XFYE,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.915Z,2025-11-03T19:58:16.541Z,1694.82,"$1,694.83",Paquete de 8 latas Skyline Chili originales de 15 onzas,https://www.amazon.com.mx/dp/B00DF6XFYE,MARVEL INC.
,B0BMW9PMN6,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.915Z,2025-11-03T19:58:25.128Z,931.28,$955.06,Rustic Bakery Pan Plano De Masa Fermentada Hecho A Mano - Aceite De Oliva Y Sel Gris - Galletas De Charcutería De Sal Marina - Galletas Artesanales Para Plato De Queso O Aperitivos - Fabricado En Cal,https://www.amazon.com.mx/dp/B0BMW9PMN6,Abundant Peace
,B003IT4PNS,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.915Z,2025-11-03T19:58:34.025Z,677.88,$677.99,"Extracto de vainilla pura de vainilla Singing Dog sin alcohol, botella de 2 onzas",https://www.amazon.com.mx/dp/B003IT4PNS,Cosmos AP LLC
,B001PNYKLG,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:06.915Z,2025-11-03T19:58:42.509Z,594.59,$594.60,"La Tourangelle, spray de aceite de pistacho asado, 5 onzas oz.",https://www.amazon.com.mx/dp/B001PNYKLG,Doraida Store
,B0849WVLTD,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:58:50.873Z,857.89,$879.55,"Leche en polvo de crema de vaca roja 900 g, hecho de leche fresca, holandesa Premium, producto de Países Bajos",https://www.amazon.com.mx/dp/B0849WVLTD,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
,B00023J0VA,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:58:58.524Z,1307.62,"$1,382.01",Danesi Caffe Gold Espresso Beans 2.2 lb Bag,https://www.amazon.com.mx/dp/B00023J0VA,NEW AGE SHOPPING
,B0CQ5HQJBJ,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:59:06.728Z,1001.86,"$1,009.72","Pure Food by Estée Pure Food By Estee Chips De Chocolate Recubiertos De Caramelo Arcoíris Naturales, 5 Oz (Paquete De 3) | Cosmic Brownie Sprinkles | Chocolate Vegano | Chips De Color Natura",https://www.amazon.com.mx/dp/B0CQ5HQJBJ,Rendomin
,B00QSSL0SE,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:59:15.186Z,2251.11,"$2,336.83","The Governor Premium Extra Virgin Olive Oil - Lianolia sin filtrar, prensado en frío, de origen único - Peppery, Robusto, Floral, Notas afrutadas - Rico en polifenoles naturales, oleocanálisis, antioxidantes, 500 ml",https://www.amazon.com.mx/dp/B00QSSL0SE,SEONGSAN
,B078NCL3XR,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:59:24.069Z,1536.36,"$1,490.85","Mary Kitchen carne de cerdo, 12 unidades (Paquete de 12)",https://www.amazon.com.mx/dp/B078NCL3XR,Rendomin
,B0DCZXW5HL,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:59:32.094Z,1418.03,"$1,447.93","TRIP Mezcla consciente, adaptógeno con gas, cóctel sin alcohol con 120 mg de citrato de magnesio, ashwagandha, mel 12 onzas líquidas (paquete de",https://www.amazon.com.mx/dp/B0DCZXW5HL,Rendomin
Bebé,B06W2LFY89,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:59:41.048Z,525.56,$544.10,Dongsuh Food Rooibos Roasted Barley Tea 75g (1.5 g x 50 bags),https://www.amazon.com.mx/dp/B06W2LFY89,MARVEL INC.
,B09Y2J93J1,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.224Z,2025-11-03T19:59:48.224Z,1433.68,"$1,443.14",MONDAY Zero Alcohol Mezcal – Un espíritu sin alcohol para los espíritus – 750 ml,https://www.amazon.com.mx/dp/B09Y2J93J1,KENYAP LLC
,B00XLJWBGI,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.225Z,2025-11-03T19:59:57.302Z,1530.64,"$1,597.04","Baja Precious - Aceite de almendra dulce, 1 galón",https://www.amazon.com.mx/dp/B00XLJWBGI,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
,B00UDBFSSK,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.225Z,2025-11-03T20:00:06.731Z,927.63,$927.64,Bledie Lekker Biltong Chunks 8 onzas,https://www.amazon.com.mx/dp/B00UDBFSSK,MARVEL INC.
,B0C1HCXH56,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.225Z,2025-11-03T20:00:14.633Z,1838.84,"$1,953.51","bellacat - Olivo sintético de 5 pies, olivos Artificiales para Interiores con Tronco de Madera Natural y Hojas y Frutas realistas Árbol de Olivo Falso de 5 pies para decoración del hogar y la Oficina",https://www.amazon.com.mx/dp/B0C1HCXH56,Lumexa Online MX
,B09K4SKNXQ,1,Alimentos y Bebidas,disponible,,2025-11-03T14:44:15.225Z,2025-11-03T20:00:23.674Z,913.25,$942.36,Hakubaku - Fideos ramen auténticos (paquete de 8),https://www.amazon.com.mx/dp/B09K4SKNXQ,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
