asin,title,price,url,category,batch_number
"B0DWH9HSK9","LUCKY DUCK GAMES Critter Kitchen A La Cart Expansión | Juegos de Estrategia | Los Chefs compiten por un crítico de restaurantes | 1-7 Jugadores, Edades a Partir de 12 años","$1,028.18","","Juguetes y Juegos",8
"B0DJWVZ4Q4","Super7 Deluxe Ghost Papa Emeritus II - Figura de acción Fantasma de 7 Pulgadas con Accesorios clásicos de Metal Pesado coleccionables y Juguetes Retro","$1,185.92","","Juguetes y Juegos",8
"B0DJ24ZTDZ","Rolife - Kit de casa en miniatura para adultos, mini kit de casa de muñecas de madera, panadería, diorama de casa pequeña, kit de construcción, regalo de cumpleaños, Navidad, manualidades para","$1,407.18","","Juguetes y Juegos",8
"B00WXLQBEI","TruForce Collectibles Designer Series X Megaman X Action Figure","$3,608.57","","Juguetes y Juegos",8
"B0CNBL5D9N","Diamond Select Toys Jean-Claude Van Damme (Blue Gi) Figura de acción de Lujo","$1,114.48","","Juguetes y Juegos",8
"B0F8HPQ9PM","Stepping Stones para niños, 10 juguetes sensoriales antideslizantes de equilibrio para niños pequeños, juego en interiores y exteriores, juego de campo de obstáculos para niños que fomentan la","$929.65","","Juguetes y Juegos",8
"B0DBQ8Q285","QUCHI - Juguetes de escalada para niños pequeños, 7 piezas de espuma suave, juego de bloques de escalada para niños pequeños, escalador de esquina, gimnasio de interiores","$3,043.06","","Juguetes y Juegos",8
"B0DPX5DN2S","Tayuvira - Juego de globos de feliz aniversario, decoraciones románticas con globos de corazón, globo para el Día de los Caídos, pancarta de aniversario para recámara, trabajo, boda, iglesia, escuela","$764.24","","Juguetes y Juegos",8
"B0F3X3PS7M","MUYPATY - Mesa de juego flotante de billar con cartas de juego impermeables para fiesta de piscina de verano, enfriador de bebidas de hielo inflable, bandeja de servir para piscina, playa, picnic","$700.72","","Juguetes y Juegos",8
"B0D372ZMX8","Kabinka Commander - Caja de cubierta para MTG se adapta a más de 400 tarjetas de doble manga, funda extraíble 5 en 1 con bandeja de dados, ventana de visualización para TCG/PTCG/EDH, 4 soportes","$1,491.32","","Juguetes y Juegos",8
"B09XHZD4SM","Wood Homing - 51 decoraciones de fiesta de cumpleaños de cholo, kit de fiesta de principios de la década de 2000 para adolescentes, globos temáticos de cholo negro de la vieja escuela, pancarta de","$733.56","","Juguetes y Juegos",8
"B09N451M4X","WS Game Company Chess Clásico Ed. Estantería 2 Jugadores +9 Años","$1,532.80","","Juguetes y Juegos",8
"B0CCLZWWP8","Pointworks - Juego de backgammon grande de 20 pulgadas para adultos, tablero de backgammon verde, madera maciza. Bandeja de accesorios extraíble, juego de dados y cuadros de 1.5 pulgadas, juego de","$4,409.73","","Juguetes y Juegos",8
"B0CYCPGJSD","Juego de juguetes de animales de granja con granero rojo, 33 piezas de juego de granero de granja para niños de 3 a 5 a 5 años de edad, incluyendo figura de animal, tractor de agricultor y accesorios","$1,039.20","","Juguetes y Juegos",8
"B0CW693WKJ","SMILESSKIDDO - Kit explorador para niños, 27 unidades, kit explorador al aire última intervensión y kits de captura de insectos, kits de naturaleza para niños, juguetes de aventura para acampar al","$1,392.80","","Juguetes y Juegos",8
"B0D8JKFNL3","Decoraciones para fiestas de correr, juego de decoraciones de cumpleaños, suministros deportivos para fiestas de fitness, incluye pancarta de cumpleaños, decoración de tartas, decoración de","$663.56","","Juguetes y Juegos",8
"B0CRSXYLZB","Super7 Thundercats ULTIMATES! Wave 10 - Figura de acción Young Lion-O","$1,536.28","","Juguetes y Juegos",8
"1616898097","Stamp Bugs: 25 Stamps and 2 Ink Pads","$997.41","","Juguetes y Juegos",8
"B098DN716L","Pointworks - Juego de backgammon de 17 pulgadas para adultos Hermoso juego de mesa de backgammon con incrustaciones de madera con cuadros y dados únicos Juego de juegos de gammon de espalda grande","$2,433.68","","Juguetes y Juegos",8
"B0B87FRTDY","48 Piezas Set de Disfraces de Explorador para Ni?os Sombrero de Explorador de Pl¨¢stico Chaleco de Fiesta de Jungla Bolsa de Mano Binocular de Aventura con Safari para Actividad Aire Libre","$1,671.60","","Juguetes y Juegos",8
"B0BTQ3GLRK","MORITECK Montessori - Juguete de bola de madera para niños pequeños de 1 a 3 años, regalo de cumpleaños para bebés","$1,315.37","","Juguetes y Juegos",8
"B07WF9LR3C","LUCKY DUCK GAMES - Detectives paranormales | Juego de Mesa | Versión en inglés Edad 3+ | 2-6 Jugadores | Edades 12+ | 30-50 Minutos | Juego de Misterio de Asesinato","$1,357.08","","Juguetes y Juegos",8
"B0D843KT12","Dark Horse Deluxe Tomb Raider: Lara Croft (era clásica) Estatua de PVC","$2,103.26","","Juguetes y Juegos",8
"B0C69V83D7","Decoración de fiesta de libros, club de libros, suministros para fiesta de cumpleaños, incluye libro, pancarta de feliz cumpleaños, decoración de tartas, globos para decoración de fiesta de biblioteca","$510.37","","Juguetes y Juegos",8
"B0CRHWPNJ4","Dude Perfect - Juego de Mesa para 2 a 5 Jugadores desafiantes y competitivos, Juegos de Mesa Ideales para la Noche de Juegos Familiares, Edades de 4 años en adelante","$866.32","","Juguetes y Juegos",8
"B0F2FPDTSB","VioraWhite - Rompecabezas de 15 números de metal rojo y blanco, rompecabezas deslizante, bolsillo educativo, divertido juego de coeficiente intelectual para adolescentes y adultos, ideal para","$714.14","","Juguetes y Juegos",8
"B0CLMM7QSS","Panda Royale - Juego de dados energéticos para 10 jugadores, ideal para reuniones familiares","$1,355.88","","Juguetes y Juegos",8
"B0DGTSXXZZ","JOGAMS - Kit de 184 globos de arco de globos plateados, azul, rosa y morado con bandera en mi época de cumpleaños, estrella de música, notas musicales, globos de bola para pulsera de la amistad, fans","$810.94","","Juguetes y Juegos",8
"B0DPHNJQD3","CollectHall Elite Trainer Box Protector Case ETB Display Case Transparente y Fácil de Doblar PKMN Etb Protector (Ultimate, 4 paquetes)","$645.58","","Juguetes y Juegos",8
"B0BFHZZ4FF","Wonderskin Wonder Blading Lip Stain Peel Off Masque - Tinte De Labios Rosa De Larga Duración, Resistente Al Agua Y A Prueba De Transferencia, Acabado Mate, Maquillaje Despegable (Crush Masque)","$861.44","","Juguetes y Juegos",8
"B0CZM4C3PY","Super7 Motorhead ULTIMATES! Wave 02 - Lemmy (1981 Tour) Figura de acción","$1,733.93","","Juguetes y Juegos",8
"B01CPUJVOI","Winning Solutions Monopoly clásico - Estantería","$1,532.80","","Juguetes y Juegos",8
"B08STBN95M","Eagle-Gryphon Games Kanban EV Juego de Mesa","$3,542.41","","Juguetes y Juegos",8
"B07D11KC7D","SELPONT of 8 Jumbo Safari Animals Figures - Zoo Animal Toys for Kids - Animal Toys for Toddlers 1-3 - Jungle Animals Figures - Toy Animals Suitable from 18 Months +","$1,005.16","","Juguetes y Juegos",8
"B0FDGL3YT3","Last Toast on The Coast - Decoración de despedida de soltera con temática de playa azul, decoración de copa de vino y cupcakes con globos para bach costero, despedida de soltera, suministros de","$864.69","","Juguetes y Juegos",8
"B00001NTXN","GIGAMIC Quoridor | Juego de Estrategia Abstracto para Adultos y familias | A Partir de 8 años | 2 a 4 Jugadores | 15 Minutos","$1,326.37","","Juguetes y Juegos",8
"B0CGCN162F","WS Game Company Connect Four Vintage Bookshelf Edition - Juego de mesa - Estrategia - 2 Jugadores - A partir de 6 años","$1,532.80","","Juguetes y Juegos",8
"B0C7KN6WL9","Rolife - Kit de libro de bricolaje para adultos, jardín, casa, estantería para libros, rompecabezas 3D, decoración de la habitación para adolescentes, niñas, niños, mujeres y hombres","$1,532.80","","Juguetes y Juegos",8
"B0BHSMKNNN","Montessori - Bandeja de arena con tapa, bandejas de arena de madera para niños, letras y números, artículos imprescindibles para el aula preescolar, herramientas de aprendizaje de jardín de infantes","$1,104.65","","Juguetes y Juegos",8
"B09P863JDK","Lingtoolator Original Marble Game Wahoo Board Game Double Sided Painted Wooden Fast Track Board Game for 6 and 4 Players 6 Colors 24 Marbles 6 Dice for Family Friends","$1,119.25","","Juguetes y Juegos",8
"B0D4V9QM6B","BlueWood 2025 - Juego de escalada triangular, 8 en 1, juguetes para niños pequeños, para interiores y bebés, en la selva, gimnasio, escalador, parque infantil para niños, azul cielo","$4,980.99","","Juguetes y Juegos",8
"B07MQRF528","EverGame - Tapete de juego de mazmorras y dragones - 23 x 27 - Mapa de juego de mesa DND definitivo con juego de dados - Doble cara con cuadrícula hexagonal y cuadrada - Experiencia de juego de rol","$879.55","","Juguetes y Juegos",8
"B0DMFRBX97","JIENSA Sprunki - Caja misteriosa de figuras de acción, caja misteriosa Sprunki (paquete de 5)","$613.45","","Juguetes y Juegos",8
"B0D17QQ74Q","Hey One Bear - Decoración Sensorial de Cumpleaños de Frutas - Globos de Contacto, Caja de Arco, Silla Alta, Idea de Fiesta para Primer Cumpleaños","$1,365.71","","Juguetes y Juegos",8
"B0CDMCLGMB","Caja de pájaros cantantes Dejama","$1,115.92","","Juguetes y Juegos",8
"B0BYDFZ5JQ","RONGFA - Tienda de campaña para niños con luces, pompones grandes y bolsa de transporte, lavable a máquina para niños, tipi para niñas y niños (sin tapete)","$1,520.09","","Juguetes y Juegos",8
"B07ZZK8VBG","Liberty Imports - Motocicleta de control remoto RC de 2.4 G con figura de conducción, escala 1:10 de alta velocidad de cruce, rotación de 360 grados, deriva a prueba de golpes, motocicleta de carreras","$1,495.64","","Juguetes y Juegos",8
"B0CVGTYMZJ","WS Game Company Checkers and Backgammon Edición de estantería clásico","$1,532.80","","Juguetes y Juegos",8
"B01M1DPWKV","Megacorpin Games Incómodos Invitados: Juego de Mesa de Misterio e Investigación, 1-8 Jugadores, Más de 12 Años","$1,482.85","","Juguetes y Juegos",8
"B0CG8JSYND","SUPINEEDO Imanes de nevera para niños, diseño de animales de granja, 1 a 3 imanes para nevera","$556.88","","Juguetes y Juegos",8
"B0D81C41B2","IDTQ Double Six Standard Domino Set – Juego de 28 azulejos de números clásicos para 2-4 jugadores (amarillo)","$822.63","","Juguetes y Juegos",8
"B0DG2ZDBJC","Unicorn Candy Craze - Kit de limo crujiente para niñas de 8 a 12 años con complementos crujientes, unicornio y caramelos, kit de limo nube, perfecto para niños","$986.70","","Juguetes y Juegos",8
"B0DG2DJCN9","RELIDOL Dron con cámara 1080P - Cuadricóptero de Control Remoto Plegable con Control de Gestos de Voz, Giro 3D, Arranque con una tecla, Parada de Emergencia, 2 baterías, más fácil de Usar, Juguete p","$1,311.05","","Juguetes y Juegos",8
"B0CBMD8Z2W","Peradix - Juego de tablas magnéticas de ajedrez con 2 cajones de almacenamiento integrados, juegos clásicos 2 en 1 de madera de 12.8 pulgadas con 2 reinas adicionales para niños y adultos, juego de","$1,896.94","","Juguetes y Juegos",8
"B0CKSZMN4D","Chess Set Board Games for Adults: Handmade Walnut Wooden 15"" 2 Extra Queens Folding Portable Travel Gift Idea Pieces Storage Bags Instructions","$1,030.10","","Juguetes y Juegos",8
"B0D41N1279","Rolife - Rompecabezas de madera 3D para adultos: Sakura Tranvía Journey Kit de modelo de construcción con luces LED, regalo creativo para niños y juguete de montaje para decoración del hogar","$1,003.93","","Juguetes y Juegos",8
"B0BN6SFXXS","UCC Distributing - Yu-Gi-Oh! Figura de acción articulada de 7 pulgadas, edición limitada, incluye tarjeta de intercambio exclusiva, Slifer The Sky Dragon","$1,231.22","","Juguetes y Juegos",8
"B0CHYF33KL","AJsupojouet - Juego de 3 piezas de juguetes esenciales para recién nacidos de alto contraste con juguetes colgantes, sonajero móvil para cuna, libro de bebé y carriola de coche para 0-3-6-12 meses de","$808.83","","Juguetes y Juegos",8
"B0CQKVDLMB","Globos de color – Globos de 12 pulgadas, rojo, azul, amarillo con estampado de vaca azul cielo, para decoración temática de fiesta","$500.11","","Juguetes y Juegos",8
"B000GV60AW","The Greenleaf Fairfield Dollhouse Kit by Greenleaf Corona Concepts","$2,814.36","","Juguetes y Juegos",8
"B08XW5S9GF","KJ Poultry- Comidas sin gluten kosher para la Pascua, estofado de gulash de ternera con verduras (paquete de 3), plato principal preparado","$1,365.23","","Juguetes y Juegos",8
"B0CSWG3YS6","ROKR - Rompecabezas 3D para adultos, motor de vapor, tractor, locomotora, kit de modelo eléctrico vintage de coche, rompecabezas de madera, pasatiempos para hombres, cumpleaños, Navidad","$1,906.77","","Juguetes y Juegos",8
"B0CNS4P284","Mind MGMT: The Psychic Espionage Game - Juego de mesa de deducción estratégica para 2 a 5 jugadores, movimiento oculto y juego cooperativo, a partir de 14 años","$1,868.41","","Juguetes y Juegos",8
"B09TDLNY2G","Diamond Select Toys The Nightmare Before Christmas: Best of Series: Oogie Boogie Figura de acción, Multicolor","$1,430.91","","Juguetes y Juegos",8
"B08MWRXTGC","Eagle-Gryphon Games Kanban EV y Pack de Mejora - Juego de Mesa Estratégico para 4 Jugadores +12 años","$3,583.50","","Juguetes y Juegos",8
"B07XTS9HK3","Mini varitas de purpurina en espiral (6.5 pulgadas), paquete de 6","$862.05","","Juguetes y Juegos",8
"B0D5731D4G","Bolocon - Espejos de seguridad para bebé de aprendizaje temprano resistentes a roturas con barra de dominadas, juego de exploración de bebés, muebles de aula Montessori para guardería, preescolar y","$5,534.99","","Juguetes y Juegos",8
"B0B9G55ZRD","First 4 Figures - Okami: Shiranui Estatua Pintada de PVC de 9 Pulgadas (aullido Celestial)","$2,566.49","","Juguetes y Juegos",8
"B01JWMHJD2","Paquete grande de calcomanías de profesor para niños de Purple Ladybug Novelty, 4960 calcomanías de recompensa e incentivo para profesores en el aula y para uso a gran escala en la escuela.Incluye calcomanías de cara sonriente y estrella.","$538.18","","Juguetes y Juegos",8
"B0D541MGR1","Spaciolo Horror Halloween Toy Building Set, Night Before Christmas Jack and The Mayor of Halloween Town, Mayor-Mobile, Creative Buildable Toy Kit Gifts for Movie Fans Friends Kids, 324PCS","$965.37","","Juguetes y Juegos",8
"B0CJY9H4N2","Motionchic - 20 globos de tenis de 18 pulgadas, decoración de fiesta de tenis, papel de aluminio, para decoración de cumpleaños, mujeres, hombres, suministros de fiesta, color verde","$613.45","","Juguetes y Juegos",8
"B07771F9YV","Gigamic Familia Katamino","$1,314.17","","Juguetes y Juegos",8
"B08B3H7H32","DIAMOND SELECT TOYS The Nightmare Before Christmas Best of Series: Sally Action Figure, Multicolor","$1,357.08","","Juguetes y Juegos",8
"B07PMXDFQG","allboxesinoneplace - Caja de rompecabezas de madera secreta con compartimentos ocultos para dinero, tarjeta de regalo, sala de escape","$1,317.38","","Juguetes y Juegos",8
"B0CFYS54GX","Kids Table Board Gaming: Steam Up: Un Banquete de Dim Sum - Juego de Mesa para 2-5 Jugadores","$1,868.41","","Juguetes y Juegos",8
"B09V3HM87N","Super7 Ultimates: TMNT Tortugas Ninja - Warrior Metalhead Michelangelo","$1,319.70","","Juguetes y Juegos",8
"B0CP88NPNT","MINDCLASH Games Voidfall - Juego Base de edición estándar para 1 a 4 Jugadores | Estrategia Espacial 4X a Gran Escala con Combate determinista y facciones asimétricas | Modos competitivos","$3,594.43","","Juguetes y Juegos",8
"B0BN7CTZYB","Yu-Gi-Oh! Figura de acción articulada de 7 pulgadas, edición limitada, incluye tarjeta de intercambio exclusiva, Exodia The Forbidden One","$929.65","","Juguetes y Juegos",8
"B0DLHC9HKD","Juego de mesa Res Arcana Duo - Duelo estratégico para dos jugadores! Sistema de juego expandible, juego de aventura de fantasía para niños y adultos, a partir de 14 años, 2 jugadores, tiempo de juego","$990.30","","Juguetes y Juegos",8
"1506725759","Dark Horse First 4 Figures Cyberpunk 2077 - Estatuilla de PVC Judy Álvarez (23 cm)","$1,685.26","","Juguetes y Juegos",8
"B0D6Z4D3ZY","Can do Chiikawa - Libro para colorear para práctica de escritura a mano japonesa hiragana, 32 páginas para colorear de 5.9 x 8.3 pulgadas, rosa, blanco, azul, amarillo A5","$513.01","","Juguetes y Juegos",8
"B0D8J9QYM4","Rolife - Juego de construcción de casa de plástico en miniatura, juego de juguetes con LED, adecuado para mini figuras, juguetes de construcción, kit de diorama, regalos para adultos (barra de alegría","$1,431.09","","Juguetes y Juegos",8
"B0964GHM79","BirdBrain Finch Robot 2.0 con Microbit - Robot de codificación STEM para niños y adultos - Aprende Python y 8 idiomas de codificación - Kit de robótica programable - Control remoto y control por","$4,372.81","","Juguetes y Juegos",8
"B0CPXD28WW","Medikaison Michigan Rummy Juego de mesa Tripoley Juego de fieltro plegable Familiar Original Combinación de Joker Rummy, Corazones y Póker Incluye 2 Barajas de Cartas y 200 Fichas de Poker numeradas","$1,141.57","","Juguetes y Juegos",8
"B0D8VMQ2J2","RONSTONE - Kit de reborde de libro para bricolaje, rompecabezas en miniatura de madera 3D con luz LED, kit de manualidades para adultos, decoración de estantería, regalos de cumpleaños de Navidad,","$1,105.61","","Juguetes y Juegos",8
"B0DTVWRBFV","Super7 Toho Godzilla '55 (Resplandor en la Oscuridad) Figura de reacción - Figura de acción Toho Godzilla de 3.75 Pulgadas, colección clásica de películas de Monstruos y Juguetes Retro","$844.55","","Juguetes y Juegos",8
"B0DYFVF29X","Espectacular juego de mesa – Construye y gestiona un parque de animales, dibujo de dados y juego de estrategia de colocación de azulejos para niños y adultos, de 10 años en adelante, 1 a 6 jugadores,","$1,331.67","","Juguetes y Juegos",8
"B01CPTT716","Clue Linen Book Vintage Edition Board Game","$1,520.57","","Juguetes y Juegos",8
"B08GC37WBR","Warhammer Games Workshop WH40K Space Marines Primaris Infiltrators","$1,694.61","","Juguetes y Juegos",8
"B0DLK39T8J","Rueda de ruleta de madera de 10 pulgadas, ruedas de ruleta de casino profesional de madera maciza para adultos, con 4 bolas de ruleta, perfecta para juegos en casa, noche y fiesta de entretenimiento","$1,331.67","","Juguetes y Juegos",8
"B0CN754NS3","Games Workshop Warhammer The Horus Heresy: Legions Imperialis - Juego de iniciación de batallas épicas","$4,753.49","","Juguetes y Juegos",8
"B0D6NNWB5X","Disney Store Action Toys Lightning McQueen Mack Hauler - Camión de juguete con 6 coches de juguete extraíbles, incluye Lightning McQueen, juguetes de Disney Cars, características iluminadas y hojas de","$2,969.94","","Juguetes y Juegos",8
