also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0DS6B9W4X,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.547Z,2025-10-27T13:50:53.223Z,2025-10-28T02:32:46.599Z,364.71,2.99,$367.91,"Bridas con cierre, 250 bridas de nailon multiusos, bridas autobloqueables de 4 pulgadas, bridas de alambre autobloqueables utilizadas para el hogar, jardín, cochera, interior y exterior. Bridas negras",https://www.amazon.com.mx/dp/B0DS6B9W4X,https://www.amazon.com/dp/B0DS6B9W4X,SRKSB LLC,HAVE ME
,B0DM1JQ345,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.547Z,2025-10-27T13:51:01.633Z,2025-10-28T02:32:55.030Z,556.91,9.99,$493.50,"Adaptador de enchufe de EE. UU. a Reino Unido, adaptador de corriente tipo G para viajes con PD 20 W, 2 USB C y 1 puerto USB A, 3 salidas de CA, adaptador de enchufe de Irlanda para Estados Unidos a",https://www.amazon.com.mx/dp/B0DM1JQ345,https://www.amazon.com/dp/B0DM1JQ345,Novayu,Ruikai Hongchen
,B0C5SMWP3F,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:51:09.832Z,2025-10-28T02:33:02.411Z,249.99,9.99,$504.90,"Yogcow - Interruptor de atenuación táctil LED oculto de 12 V, CC 3.7-24 V, 72 W, sensor táctil continuo, interruptores de atenuación para tira de luces LED, madera penetrable, piedra, vidrio y más, no",https://www.amazon.com.mx/dp/B0C5SMWP3F,https://www.amazon.com/dp/B0C5SMWP3F,STBTECH,STBTECH
,B0CQMN2BJH,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:51:16.584Z,2025-10-28T02:33:11.859Z,514.85,9.99,$618.88,"ElectroEdge - Adaptador universal de viaje con 2 puertos tipo C y 2 puertos USB, adaptador de viaje todo en 1 para todo el mundo | Adaptador de enchufe europeo a Reino Unido | Adaptador de enchufe de",https://www.amazon.com.mx/dp/B0CQMN2BJH,https://www.amazon.com/dp/B0CQMN2BJH,SRKSB LLC,Electroedge
,B0DM5VTK7K,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:51:23.837Z,2025-10-28T02:33:19.089Z,826.38,,$794.27,"BoomChill - Timbre inalámbrico de 1080p con timbre, detección humana de IA, conversación de 2 vías, vista FHD en vivo, visión nocturna, almacenamiento en la nube, solo WiFi 2.4G, funciona con pilas,",https://www.amazon.com.mx/dp/B0DM5VTK7K,https://www.amazon.com/dp/B0DM5VTK7K,Boon Shopping,
,B0CR5MTBFV,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:51:31.100Z,2025-10-28T02:33:26.443Z,686.8,15.99,$686.80,"PAEKQ - Encendedor de cigarrillos de coche de 14 AWG a DC DC7909 macho conector cable adaptador de 12 V/24 V CC, 8 mm, cable de fuente de alimentación con fusible de 15 A, uso para automóviles,",https://www.amazon.com.mx/dp/B0CR5MTBFV,https://www.amazon.com/dp/B0CR5MTBFV,SRKSB LLC,PaeKQ
,B0C2KF9BF4,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:51:38.315Z,2025-10-28T02:33:34.180Z,822.28,21.99,$809.35,"Zoiinet - Interruptor de enchufe de control remoto, diseño de hebilla e interruptor de luz inalámbrico extraíble, no necesita cableado, 300 pies, 15 A/1500 W, programable, para electrodomésticos",https://www.amazon.com.mx/dp/B0C2KF9BF4,https://www.amazon.com/dp/B0C2KF9BF4,SRKSB LLC,Zoiinet Direct
,B0CLG85YVX,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:51:46.003Z,2025-10-28T02:33:42.920Z,456.81,6.99,$439.81,"Hua HAI JI10PCS, MT3608, convertidor DC-DC, regulador de impulso, módulo de alimentación USB, 2V-24V a 5V-28V, salida 2A, micro USB",https://www.amazon.com.mx/dp/B0CLG85YVX,https://www.amazon.com/dp/B0CLG85YVX,MSTZKN SHİPMENT,shen zhen shi ai nuo de dian zi you xian gong si
,B00ZV42X1Y,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:51:54.887Z,2025-10-28T02:33:50.850Z,372.81,,$368.36,"400 bridas para bolsas de 5 pulgadas, bridas para cables, bridas de pan, reutilizables, con revestimiento de plástico negro, bridas de alambre para uso doméstico y oficina",https://www.amazon.com.mx/dp/B00ZV42X1Y,https://www.amazon.com/dp/B00ZV42X1Y,SRKSB LLC,
,B0CJ52L8ZY,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:12.548Z,2025-10-27T13:52:02.527Z,2025-10-28T02:33:59.382Z,603.38,,$528.69,"HAUTY AC 100-240 V a CC 12 V 3 A adaptador convertidor de fuente de alimentación (listado UL) con conector de salida de 5,5 x 2,1 mm 2,5 mm CC para tira de luces LED de 12 V",https://www.amazon.com.mx/dp/B0CJ52L8ZY,https://www.amazon.com/dp/B0CJ52L8ZY,SRKSB LLC,
,B0DJJHYFZ2,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-19T18:30:34.947Z,2025-10-28T02:34:14.466Z,1167.83,35.48,"$1,198.11","Nayoto - Juego de 1200 fusibles para coche, 520 piezas de fusibles estándar y 680 minifusores + 1 extractor para auto/RV/camión, motocicleta/yate (2A, 3A, 5A, 7.5A, 10A, 15A, 20A, 25A, 30A, 35A, 35A,",https://www.amazon.com.mx/dp/B0DJJHYFZ2,https://www.amazon.com/dp/B0DJJHYFZ2,SRKSB LLC,Nayoto
,B08GKBDXLV,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-19T18:30:42.406Z,2025-10-28T02:34:23.073Z,481.48,7.99,$503.24,"Cable adaptador de fuente de alimentación de 9 V, 1 A, CC, 100 V, 240 V, para Arduino UNO R3 MEGA, enchufe de EE. UU. - Positivo central 5.5 x 2.1 ~ 2.5 mm",https://www.amazon.com.mx/dp/B08GKBDXLV,https://www.amazon.com/dp/B08GKBDXLV,SRKSB LLC,California JOS
,B08FSKDL8Y,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.548Z,2025-10-19T18:30:51.144Z,2025-10-28T02:34:30.723Z,757.65,18.89,$762.77,"LENKRAD Fusible reiniciable automotriz 5A, 10A, 15A, 20A, 25A, 30A, ATC ATO Manual de reinicio, surtido de fusibles para coche de restablecimiento manual de interruptor de circuito para barco, camión, SUV, VDC 28V Satandard Blade Fusibles surtido",https://www.amazon.com.mx/dp/B08FSKDL8Y,https://www.amazon.com/dp/B08FSKDL8Y,SRKSB LLC,Ocean River Technology
,B08HMXWHWR,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:12.548Z,2025-10-19T18:30:59.750Z,2025-10-28T02:34:37.593Z,515.31,,$515.31,"Acxico 8 adaptadores de batería AA a tamaño D, Fundas convertidoras de plástico, Color Amarillo Paralelo",https://www.amazon.com.mx/dp/B08HMXWHWR,https://www.amazon.com/dp/B08HMXWHWR,SRKSB LLC,
,B09XL9K3QM,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:12.549Z,2025-10-19T18:31:08.410Z,2025-10-28T02:34:45.276Z,650.31,15.78,$650.31,RV Shore Power Inlet Charger Plug 15 Amp AC Port Plug 125 Volt Power Inlet Socket and Waterproof RV Electrical Outlet Receptacle Box Integrated Outdoor Extension Cord For Rv Power Inlet Trailer plug,https://www.amazon.com.mx/dp/B09XL9K3QM,https://www.amazon.com/dp/B09XL9K3QM,SRKSB LLC,JacEnergy Direct Store
,B0BB6W84KW,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:12.549Z,2025-10-19T18:31:17.389Z,2025-10-28T02:34:53.766Z,515.31,,$515.31,Adaptador de fuente de alimentación de CA de 12 V compatible con router inalámbrico,https://www.amazon.com.mx/dp/B0BB6W84KW,https://www.amazon.com/dp/B0BB6W84KW,SRKSB LLC,
,B0DT9MZB2P,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.687Z,2025-10-19T18:31:24.683Z,2025-10-28T02:35:00.642Z,386.28,4.99,$399.11,Rindion Cord Hider 6P,https://www.amazon.com.mx/dp/B0DT9MZB2P,https://www.amazon.com/dp/B0DT9MZB2P,SRKSB LLC,YZYFQP
,B0B2DW6B75,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.687Z,2025-10-19T18:31:32.259Z,2025-10-28T02:35:08.669Z,535.12,5.96,$538.73,"Adaptador de corriente CC de 9 V Fuente de alimentación de 1 A, cable de alimentación de 9 V CC, adaptador de 9 V 1000 mA CC, enchufe de cable de 5,5 mm x 2,5 mm [La polaridad de la punta de salida",https://www.amazon.com.mx/dp/B0B2DW6B75,https://www.amazon.com/dp/B0B2DW6B75,SRKSB LLC,changyuntech
,B0DY1MK2TN,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.687Z,2025-10-19T18:31:40.302Z,2025-10-28T02:35:17.244Z,901.04,18.99,$899.66,SOLL Power Strip resistente a la intemperie,https://www.amazon.com.mx/dp/B0DY1MK2TN,https://www.amazon.com/dp/B0DY1MK2TN,MaYourStore,FFSOLL
,B095XD1TD2,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:25.687Z,2025-10-19T18:31:48.736Z,2025-10-28T02:35:24.869Z,597.39,,$602.31,"MIXGOO - Cargador de fuente de alimentación de 12 V 3 A (entrada de CA 100 V-240 V, salida CC 12 V, 3 A, 36 W), convertidor de transformador de conmutación DC 5,5 mm x 2,1 mm/5,5 mm x 2,5 mm universal",https://www.amazon.com.mx/dp/B095XD1TD2,https://www.amazon.com/dp/B095XD1TD2,SRKSB LLC,
,B0DSJQTBVY,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.687Z,2025-10-19T18:31:55.455Z,2025-10-28T02:35:32.205Z,415.93,5.49,$400.94,"Liamner - Kit de 120 piezas de mini fusibles, kit surtido de fusibles para coche, mini fusibles, mini fusibles de hoja automotriz para coche, RV, camión, marina, motocicleta, accesorios para",https://www.amazon.com.mx/dp/B0DSJQTBVY,https://www.amazon.com/dp/B0DSJQTBVY,Novayu,Liamner US
,B08VWVLBWF,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:25.687Z,2025-10-19T18:32:02.715Z,2025-10-28T02:35:39.748Z,622.82,,$627.03,"MIXGOO - Cargador de fuente de alimentación de 5 V 4 A (entrada de CA 100 V-240 V, salida CC 5 V, 4 A, 20 W), convertidor de transformador de conmutación DC 5,5 mm x 2,1 mm, 5,5 mm x 2,5 mm, 3,5 mm x 1,35 mm, universal",https://www.amazon.com.mx/dp/B08VWVLBWF,https://www.amazon.com/dp/B08VWVLBWF,SRKSB LLC,
,B0DQWNZ7R4,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:32:09.532Z,2025-10-28T02:35:47.517Z,468.75,7.98,$468.75,Paquete de 10 portafusibles en línea de 12 V,https://www.amazon.com.mx/dp/B0DQWNZ7R4,https://www.amazon.com/dp/B0DQWNZ7R4,SRKSB LLC,Giwiemi
,B0BJV1GCR6,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:32:17.725Z,2025-10-28T02:35:55.527Z,898.08,,$899.46,"Caja eléctrica al aire última intervensión, IP54 impermeable, cubierta de salida al aire última intervensión, cubierta de cable de extensión resistente a la intemperie, cubierta de cable de extensión",https://www.amazon.com.mx/dp/B0BJV1GCR6,https://www.amazon.com/dp/B0BJV1GCR6,SRKSB LLC,
,B086DN9QT3,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:32:26.837Z,2025-10-28T02:36:03.385Z,641.25,15.99,$651.25,"Techbee Digital Infinite Cycle Intermittent Timer Plug para toma de corriente eléctrica, 24 horas programable interruptor de encendido y apagado con cuenta regresiva (120 V, 15 A)",https://www.amazon.com.mx/dp/B086DN9QT3,https://www.amazon.com/dp/B086DN9QT3,M&H Customer Friendly Store,TechBee
,B0DCBTQ5QS,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:32:34.347Z,2025-10-28T02:36:11.547Z,654.75,13.99,$640.44,Soporte antirrobo para timbre con un kit de montaje en ángulo ajustable diseñado específicamente para timbre de video Blink. Esta funda de soporte de montaje sin taladro es adecuada para la mayoría de,https://www.amazon.com.mx/dp/B0DCBTQ5QS,https://www.amazon.com/dp/B0DCBTQ5QS,SRKSB LLC,Beauty creator
,B0010CUKKW,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:32:42.554Z,2025-10-28T02:36:20.565Z,1050.02,,"$1,053.17","Rip-Tie Envoltorio para cables de alta resistencia, 1 x 6 pulgadas, 10 unidades, color negro",https://www.amazon.com.mx/dp/B0010CUKKW,https://www.amazon.com/dp/B0010CUKKW,SRKSB LLC,
,B0DK2TBQQ5,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:32:50.884Z,2025-10-28T02:36:27.424Z,545.2,9.99,$543.82,"Bridas de cierre resistentes de 12 pulgadas, 200 libras de resistencia a la tracción con bridas de doble cara con dientes súper duraderas, bridas de alambre extra grandes de nailon ajustables para",https://www.amazon.com.mx/dp/B0DK2TBQQ5,https://www.amazon.com/dp/B0DK2TBQQ5,Amazon Estados Unidos,Rythcraft Smart
,B0CBLPR4P5,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:32:57.569Z,2025-10-28T02:36:35.425Z,367.37,3.99,$369.86,"Aieted - Paquete de 4 herramientas de repuesto para timbre de timbre, herramienta de apertura de timbre de Blink, herramienta de pin de timbre de Blink, compatible con timbre de video Blink/modelo más",https://www.amazon.com.mx/dp/B0CBLPR4P5,https://www.amazon.com/dp/B0CBLPR4P5,SRKSB LLC,RuiKe-US
,B00NY3RH9M,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-19T18:33:05.542Z,2025-10-28T02:36:43.317Z,264.84,7.11,$432.45,"Go Green Power GG-25603 14/3 Appliance Cord, 3-Feet",https://www.amazon.com.mx/dp/B00NY3RH9M,https://www.amazon.com/dp/B00NY3RH9M,Marca: Power By GoGreen,
,B0CKXB8R97,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-20T01:52:11.005Z,2025-10-28T02:36:57.138Z,982.88,26.99,$963.91,"Plug'n - Tira de alimentación resistente de 8 tomas, amplio espacio, protector de sobretensiones de taller 2700J con cable de extensión de 6 pies, tira de alimentación de metal industrial de 15",https://www.amazon.com.mx/dp/B0CKXB8R97,https://www.amazon.com/dp/B0CKXB8R97,Binglu,Plug'n
,B0DBLB7FNY,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:25.688Z,2025-10-20T01:52:22.965Z,2025-10-28T02:37:04.456Z,500.06,9.99,$503.44,"Soporte de timbre de anillo sin taladro, soporte calcomanía para puerta compatible con timbre de video 1/2/3/3 Plus/4/(versión 2020) inalámbrico, soporte de placa de montaje para casas y apartamentos",https://www.amazon.com.mx/dp/B0DBLB7FNY,https://www.amazon.com/dp/B0DBLB7FNY,SRKSB LLC,Micogia
,B0DBL994XC,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.297Z,2025-10-20T01:52:30.696Z,2025-10-28T02:37:12.924Z,606.77,11.99,$606.77,Relaxweex - Cable de lámpara de 15 pies con botón de encendido/apagado 18awg SPT-2 cable de alimentación de repuesto transparente plateado cable de lámpara de repuesto con enchufe para iluminación de,https://www.amazon.com.mx/dp/B0DBL994XC,https://www.amazon.com/dp/B0DBL994XC,SRKSB LLC,HanTsing
,B0DBHMSYNX,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.297Z,2025-10-20T01:52:38.159Z,2025-10-28T02:37:21.984Z,538.04,19.99,$749.79,"OCTOXEQA - Bridas de goma de 32 pulgadas, bridas de silicona reutilizables, resistentes, bridas flexibles para agrupar y sostener, bridas de silicona negras para uso en interiores y exteriores (8",https://www.amazon.com.mx/dp/B0DBHMSYNX,https://www.amazon.com/dp/B0DBHMSYNX,Amazon Estados Unidos,antengsalesjp
,B0D9NCR7YH,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.297Z,2025-10-20T01:52:45.218Z,2025-10-28T02:37:30.080Z,714.71,14.69,$714.71,"T-Joan Plugs - Protector de sobretensiones de 10 tomas, 10 pies, 2480 julios, enchufe plano, disyuntor integrado PD de 20 W, montado en la pared y enchufe de computadora para recámara doméstico y",https://www.amazon.com.mx/dp/B0D9NCR7YH,https://www.amazon.com/dp/B0D9NCR7YH,SRKSB LLC,T-JOAN  Smart Home Living Hall
,B09XHXBXBP,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:37.297Z,2025-10-20T01:52:52.545Z,2025-10-28T02:37:37.072Z,489,,$639.99,"Tablero rústico con textura de madera, cubierta de salida dúplex, placa de pared decorativa para interruptor de luz de granja, placa de pared para dormitorio, baño, casa de granja, habitación de campo, decoración de panel de arte",https://www.amazon.com.mx/dp/B09XHXBXBP,https://www.amazon.com/dp/B09XHXBXBP,Marca: XFSHMYTY,
,B0F2H4CKSM,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.297Z,2025-10-20T01:53:00.051Z,2025-10-28T02:37:45.407Z,834.39,16.99,$840.03,"Eletoo - Bridas con cierre verde jardín de 8 pulgadas (paquete de 1200), resistencia a la tracción de 35 libras, nailon autobloqueante PA66 resistente a los rayos UV para uso en interiores y",https://www.amazon.com.mx/dp/B0F2H4CKSM,https://www.amazon.com/dp/B0F2H4CKSM,SRKSB LLC,Eletoo
,B0D4LLGXPG,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:53:08.122Z,2025-10-28T02:37:53.805Z,802.12,,$807.16,"BITEPASS - Timbre de video 1080p inalámbrico con timbre, detección humana de AI, audio de 2 vías, visualización FHD en vivo, WiFi 2.4G, visión nocturna, almacenamiento en la nube, funciona con pilas,",https://www.amazon.com.mx/dp/B0D4LLGXPG,https://www.amazon.com/dp/B0D4LLGXPG,SRKSB LLC,
,B0CZ8YVN99,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:53:16.131Z,2025-10-28T02:38:01.039Z,589.64,11.99,$594.47,"250 etiquetas de corbata con cierre de 6 pulgadas, etiquetas autobloqueantes con etiquetas de etiqueta, bridas de cables con etiquetas, para organización, etiquetas de sujeción de cables con plástico",https://www.amazon.com.mx/dp/B0CZ8YVN99,https://www.amazon.com/dp/B0CZ8YVN99,SRKSB LLC,GREEN OCEAN
,B0BC5WT8GT,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:53:24.141Z,2025-10-28T02:38:07.921Z,604.22,14.99,$626.73,"Cable de carga de 26 pies 18V500mA Adaptador de corriente para timbres de video, Ring Video Doorbell Pro y Ring Video Doorbell 2, Transformador compatible con Zmodo Smart Doorbell y Nest Hello",https://www.amazon.com.mx/dp/B0BC5WT8GT,https://www.amazon.com/dp/B0BC5WT8GT,CATTLESIV,nayinhe
,B0CYX1WPR7,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:53:33.344Z,2025-10-28T02:38:15.419Z,585.18,10.99,$601.98,"FunKiim - Placas de pared de arquitectura clásica, cubiertas de interruptor de luz, cubiertas de toma de corriente, placas de pared de receptáculo dúplex, placas de interruptor de material de fibra de",https://www.amazon.com.mx/dp/B0CYX1WPR7,https://www.amazon.com/dp/B0CYX1WPR7,CATTLESIV,YouKray
,B0CDQT7CVS,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:53:42.150Z,2025-10-28T02:38:24.705Z,477.71,16.99,$480.94,Girasol clásico Granero Madera 3 Gang Luces Interruptor Cubiertas Solar Floral Triple Placa de Pared Placa de Interruptor Decorativa Placa Frontal Eléctrica Casa Casa Casa Salón Decoración,https://www.amazon.com.mx/dp/B0CDQT7CVS,https://www.amazon.com/dp/B0CDQT7CVS,SRKSB LLC,hengxin wp
,B0CNH5LM1D,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:53:51.165Z,2025-10-28T02:38:31.558Z,558.05,11.99,$552.71,"Paquete de 2 divisores de salida de enchufe para exteriores, 3 salidas de corriente con cubierta segura, resistente al agua, multienchufe para jardín, cochera, taller, uso en interiores y exteriores,",https://www.amazon.com.mx/dp/B0CNH5LM1D,https://www.amazon.com/dp/B0CNH5LM1D,SRKSB LLC,SZKEYU
,B0CY44MS17,4,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:54:00.075Z,2025-10-28T02:38:39.663Z,368.36,3.99,$368.36,"REZOSY - Paquete de 100 bridas de cierre blancas de 8 pulgadas, resistencia a la tracción, 40 libras, resistentes a los rayos UV, bridas de alambre con cierre automático, para uso en interiores y",https://www.amazon.com.mx/dp/B0CY44MS17,https://www.amazon.com/dp/B0CY44MS17,SRKSB LLC,Xindaqiang
,B0DSCFZ1JF,4,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-17T22:00:37.298Z,2025-10-20T01:54:08.072Z,2025-10-28T02:38:48.018Z,406.65,,$406.65,"Fusibles estándar de 2 amperios para coche, fusible automotriz de 2 A (ATO/ATC), fusible de hoja para coche/RV/camión, SUV, motocicleta/barco",https://www.amazon.com.mx/dp/B0DSCFZ1JF,https://www.amazon.com/dp/B0DSCFZ1JF,SRKSB LLC,
